Pai?,cod uf,ano,Mês,Chegadas
Slovenia,6,2016,june,3
Spain,6,2016,june,237
Finland,6,2016,june,21
France,6,2016,june,361
Greece,6,2016,june,3
Netherlands,6,2016,june,87
Hungary,6,2016,june,3
Ireland,6,2016,june,13
Italy,6,2016,june,805
Luxembourg,6,2016,june,5
Norway,6,2016,june,157
Poland,6,2016,june,21
Portugal,6,2016,june,605
United Kingdom,6,2016,june,56
Czech Republic,6,2016,june,2
Romania,6,2016,june,2
Russia,6,2016,june,3
Serbia,6,2016,june,2
Sweden,6,2016,june,29
Switzerland,6,2016,june,218
Turkey,6,2016,june,3
Australia,6,2016,june,2
South Africa,6,2016,july,2
Angola,6,2016,july,3
Cape Verde,6,2016,july,114
Ghana,6,2016,july,2
Morocco,6,2016,july,2
Mozambique,6,2016,july,3
Tunisia,6,2016,july,2
Costa Rica,6,2016,july,3
El Salvador,6,2016,july,3
Guatemala,6,2016,july,2
Nicaragua,6,2016,july,3
Dominican Republic,6,2016,july,3
Canada,6,2016,july,14
United States,6,2016,july,78
Mexico,6,2016,july,3
Argentina,6,2016,july,1031
Bolivia,6,2016,july,5
Chile,6,2016,july,5
Colombia,6,2016,july,110
Ecuador,6,2016,july,3
Paraguay,6,2016,july,3
Peru,6,2016,july,3
Uruguay,6,2016,july,8
Venezuela,6,2016,july,6
China,6,2016,july,2
Hong Kong,6,2016,july,2
Cingapura,6,2016,july,2
India,6,2016,july,5
Iran,6,2016,july,2
Israel,6,2016,july,8
Japan,6,2016,july,5
Malaysia,6,2016,july,2
South Korea,6,2016,july,5
Germany,6,2016,july,559
Austria,6,2016,july,114
Belgium,6,2016,july,219
Bulgaria,6,2016,july,3
Croatia,6,2016,july,2
Denmark,6,2016,july,33
Slovenia,6,2016,july,2
Spain,6,2016,july,295
Finland,6,2016,july,3
France,6,2016,july,1018
Greece,6,2016,july,3
Netherlands,6,2016,july,359
Hungary,6,2016,july,6
Ireland,6,2016,july,13
Italy,6,2016,july,1045
Norway,6,2016,july,154
Poland,6,2016,july,35
Portugal,6,2016,july,492
United Kingdom,6,2016,july,127
Czech Republic,6,2016,july,30
Romania,6,2016,july,13
Russia,6,2016,july,8
Serbia,6,2016,july,11
Sweden,6,2016,july,38
Switzerland,6,2016,july,604
Turkey,6,2016,july,2
Ukraine,6,2016,july,3
Australia,6,2016,july,6
New Zealand,6,2016,july,3
South Africa,6,2016,august,2
Cape Verde,6,2016,august,56
Egypt,6,2016,august,3
Morocco,6,2016,august,8
Costa Rica,6,2016,august,2
Guatemala,6,2016,august,2
Honduras,6,2016,august,6
Panama,6,2016,august,3
Canada,6,2016,august,17
United States,6,2016,august,110
Mexico,6,2016,august,5
Argentina,6,2016,august,754
Bolivia,6,2016,august,2
Chile,6,2016,august,5
Colombia,6,2016,august,189
Ecuador,6,2016,august,3
Paraguay,6,2016,august,2
Peru,6,2016,august,5
Suriname,6,2016,august,2
Uruguay,6,2016,august,5
Venezuela,6,2016,august,11
China,6,2016,august,5
Cingapura,6,2016,august,2
India,6,2016,august,3
Israel,6,2016,august,3
Japan,6,2016,august,5
Lebanon,6,2016,august,2
South Korea,6,2016,august,6
Germany,6,2016,august,592
Austria,6,2016,august,83
Belgium,6,2016,august,86
Bulgaria,6,2016,august,3
Croatia,6,2016,august,2
Denmark,6,2016,august,48
Slovakia,6,2016,august,2
Slovenia,6,2016,august,11
Spain,6,2016,august,319
Estonia,6,2016,august,2
Finland,6,2016,august,11
France,6,2016,august,1501
Greece,6,2016,august,2
Netherlands,6,2016,august,195
Hungary,6,2016,august,3
Ireland,6,2016,august,13
Italy,6,2016,august,1723
Latvia,6,2016,august,2
Luxembourg,6,2016,august,2
Norway,6,2016,august,21
Poland,6,2016,august,49
Portugal,6,2016,august,824
United Kingdom,6,2016,august,86
Czech Republic,6,2016,august,16
Romania,6,2016,august,6
Russia,6,2016,august,3
Serbia,6,2016,august,2
Sweden,6,2016,august,37
Switzerland,6,2016,august,175
Turkey,6,2016,august,5
Ukraine,6,2016,august,11
Australia,6,2016,august,3
New Zealand,6,2016,august,6
South Africa,6,2016,september,2
Angola,6,2016,september,6
Cape Verde,6,2016,september,97
Tunisia,6,2016,september,2
Costa Rica,6,2016,september,2
El Salvador,6,2016,september,2
Haiti,6,2016,september,2
Canada,6,2016,september,16
United States,6,2016,september,84
Mexico,6,2016,september,6
Argentina,6,2016,september,745
Bolivia,6,2016,september,2
Chile,6,2016,september,2
Colombia,6,2016,september,143
Paraguay,6,2016,september,3
Peru,6,2016,september,6
Uruguay,6,2016,september,6
Venezuela,6,2016,september,3
Philippines,6,2016,september,2
Iran,6,2016,september,2
Israel,6,2016,september,38
Japan,6,2016,september,2
Malaysia,6,2016,september,2
South Korea,6,2016,september,2
Germany,6,2016,september,797
Austria,6,2016,september,78
Belgium,6,2016,september,111
Bulgaria,6,2016,september,10
Denmark,6,2016,september,48
Slovakia,6,2016,september,8
Slovenia,6,2016,september,16
Spain,6,2016,september,264
Finland,6,2016,september,10
France,6,2016,september,780
Greece,6,2016,september,5
Netherlands,6,2016,september,243
Hungary,6,2016,september,10
Ireland,6,2016,september,8
Italy,6,2016,september,810
Lithuania,6,2016,september,13
Luxembourg,6,2016,september,3
Norway,6,2016,september,71
Poland,6,2016,september,52
Portugal,6,2016,september,519
United Kingdom,6,2016,september,138
Czech Republic,6,2016,september,40
Romania,6,2016,september,6
Russia,6,2016,september,19
Serbia,6,2016,september,5
Sweden,6,2016,september,35
Switzerland,6,2016,september,405
Ukraine,6,2016,september,5
Australia,6,2016,september,2
New Zealand,6,2016,september,2
South Africa,6,2016,october,5
Cape Verde,6,2016,october,102
Mozambique,6,2016,october,6
Nigeria,6,2016,october,2
Tunisia,6,2016,october,2
Costa Rica,6,2016,october,2
Guatemala,6,2016,october,3
Haiti,6,2016,october,5
Canada,6,2016,october,10
United States,6,2016,october,73
Mexico,6,2016,october,8
Argentina,6,2016,october,842
Bolivia,6,2016,october,3
Chile,6,2016,october,2
Colombia,6,2016,october,176
Ecuador,6,2016,october,6
Paraguay,6,2016,october,3
Peru,6,2016,october,2
Venezuela,6,2016,october,19
China,6,2016,october,3
Hong Kong,6,2016,october,2
Philippines,6,2016,october,2
India,6,2016,october,2
Iran,6,2016,october,2
Israel,6,2016,october,17
Japan,6,2016,october,13
Germany,6,2016,october,1142
Austria,6,2016,october,226
Belgium,6,2016,october,187
Bulgaria,6,2016,october,2
Croatia,6,2016,october,8
Denmark,6,2016,october,41
Slovakia,6,2016,october,37
Slovenia,6,2016,october,119
Spain,6,2016,october,330
Estonia,6,2016,october,6
Finland,6,2016,october,17
France,6,2016,october,1647
Greece,6,2016,october,6
Netherlands,6,2016,october,283
Hungary,6,2016,october,35
Ireland,6,2016,october,24
Italy,6,2016,october,1031
Latvia,6,2016,october,3
Lithuania,6,2016,october,14
Luxembourg,6,2016,october,14
Norway,6,2016,october,113
Poland,6,2016,october,278
Portugal,6,2016,october,562
United Kingdom,6,2016,october,205
Czech Republic,6,2016,october,56
Romania,6,2016,october,16
Russia,6,2016,october,22
Serbia,6,2016,october,3
Sweden,6,2016,october,75
Switzerland,6,2016,october,802
Ukraine,6,2016,october,5
Australia,6,2016,october,5
New Zealand,6,2016,october,3
South Africa,6,2016,november,5
Cape Verde,6,2016,november,170
Costa Rica,6,2016,november,3
El Salvador,6,2016,november,5
Guatemala,6,2016,november,2
Honduras,6,2016,november,2
Panama,6,2016,november,2
Dominican Republic,6,2016,november,2
Trinidad and Tobago,6,2016,november,2
Canada,6,2016,november,11
United States,6,2016,november,57
Mexico,6,2016,november,2
Argentina,6,2016,november,710
Chile,6,2016,november,3
Colombia,6,2016,november,94
Ecuador,6,2016,november,13
Guyana,6,2016,november,2
Paraguay,6,2016,november,2
Peru,6,2016,november,3
Uruguay,6,2016,november,3
Venezuela,6,2016,november,11
China,6,2016,november,2
Hong Kong,6,2016,november,2
Israel,6,2016,november,17
South Korea,6,2016,november,6
Germany,6,2016,november,1299
Austria,6,2016,november,248
Belgium,6,2016,november,214
Bulgaria,6,2016,november,2
Croatia,6,2016,november,3
Denmark,6,2016,november,70
Slovakia,6,2016,november,16
Slovenia,6,2016,november,95
Spain,6,2016,november,319
Estonia,6,2016,november,21
Finland,6,2016,november,35
France,6,2016,november,1447
Greece,6,2016,november,16
Netherlands,6,2016,november,351
Hungary,6,2016,november,16
Ireland,6,2016,november,17
Italy,6,2016,november,1575
Latvia,6,2016,november,10
Lithuania,6,2016,november,25
Luxembourg,6,2016,november,8
Norway,6,2016,november,118
Poland,6,2016,november,456
Portugal,6,2016,november,800
United Kingdom,6,2016,november,167
Czech Republic,6,2016,november,32
Romania,6,2016,november,8
Russia,6,2016,november,27
Serbia,6,2016,november,6
Sweden,6,2016,november,70
Switzerland,6,2016,november,696
Turkey,6,2016,november,5
Ukraine,6,2016,november,8
Australia,6,2016,november,3
New Zealand,6,2016,november,2
Angola,6,2016,december,2
Cape Verde,6,2016,december,62
Egypt,6,2016,december,2
Morocco,6,2016,december,3
Nigeria,6,2016,december,2
Costa Rica,6,2016,december,2
El Salvador,6,2016,december,2
Guatemala,6,2016,december,2
Honduras,6,2016,december,3
Dominican Republic,6,2016,december,2
Canada,6,2016,december,8
United States,6,2016,december,52
Mexico,6,2016,december,3
Argentina,6,2016,december,573
Chile,6,2016,december,2
Colombia,6,2016,december,151
Ecuador,6,2016,december,5
Paraguay,6,2016,december,2
Peru,6,2016,december,2
Suriname,6,2016,december,2
Uruguay,6,2016,december,2
Venezuela,6,2016,december,3
China,6,2016,december,2
Israel,6,2016,december,2
South Korea,6,2016,december,2
Germany,6,2016,december,953
Austria,6,2016,december,178
Belgium,6,2016,december,122
Bulgaria,6,2016,december,13
Denmark,6,2016,december,57
Slovakia,6,2016,december,3
Slovenia,6,2016,december,13
Spain,6,2016,december,280
Estonia,6,2016,december,2
Finland,6,2016,december,11
France,6,2016,december,1555
Greece,6,2016,december,8
Netherlands,6,2016,december,438
Hungary,6,2016,december,14
Ireland,6,2016,december,19
Italy,6,2016,december,1803
Lithuania,6,2016,december,44
Luxembourg,6,2016,december,10
Norway,6,2016,december,187
Poland,6,2016,december,43
Portugal,6,2016,december,1607
United Kingdom,6,2016,december,156
Czech Republic,6,2016,december,41
Romania,6,2016,december,2
Russia,6,2016,december,11
Serbia,6,2016,december,3
Sweden,6,2016,december,168
Switzerland,6,2016,december,724
Turkey,6,2016,december,5
Ukraine,6,2016,december,8
Australia,6,2016,december,5
South Africa,6,2016,january,2
Canada,6,2016,january,18
United States,6,2016,january,145
Mexico,6,2016,january,2
Argentina,6,2016,january,3
China,6,2016,january,2
Philippines,6,2016,january,6
India,6,2016,january,21
Japan,6,2016,january,1
Malaysia,6,2016,january,1
Germany,6,2016,january,457
Austria,6,2016,january,8
Belgium,6,2016,january,10
Bulgaria,6,2016,january,1
Denmark,6,2016,january,3
Slovenia,6,2016,january,3
Spain,6,2016,january,1
Finland,6,2016,january,2
France,6,2016,january,6
Netherlands,6,2016,january,32
Ireland,6,2016,january,14
Italy,6,2016,january,4
Luxembourg,6,2016,january,2
Norway,6,2016,january,15
United Kingdom,6,2016,january,1061
Czech Republic,6,2016,january,1
Romania,6,2016,january,2
Sweden,6,2016,january,10
Switzerland,6,2016,january,40
Australia,6,2016,january,14
New Zealand,6,2016,january,3
France,6,2016,february,1
United Kingdom,6,2016,february,2
Germany,6,2016,march,2
Spain,6,2016,april,3
France,6,2016,april,1
Netherlands,6,2016,april,1
Hungary,6,2016,april,1
United Kingdom,6,2016,april,6
South Korea,6,2016,may,2
Spain,6,2016,may,1
India,6,2016,june,2
Spain,6,2016,june,1
Greece,6,2016,june,1
South Africa,6,2016,july,4
Philippines,6,2016,july,4
Germany,6,2016,july,1
Spain,6,2016,july,2
France,6,2016,july,2
Greece,6,2016,july,1
Lithuania,6,2016,july,1
United Kingdom,6,2016,july,9
Sweden,6,2016,july,1
Australia,6,2016,july,1
New Zealand,6,2016,july,1
South Africa,6,2016,august,3
United States,6,2016,october,3
Belgium,6,2016,october,1
Uruguay,6,2016,december,1
United Kingdom,6,2016,december,1
Romania,6,2016,december,4
Sweden,6,2016,december,3
Turkey,6,2016,december,1
South Africa,7,2016,january,5
Angola,7,2016,january,1
Ghana,7,2016,january,1
Morocco,7,2016,january,2
Mozambique,7,2016,january,2
Tunisia,7,2016,january,1
Costa Rica,7,2016,january,25
Cuba,7,2016,january,32
El Salvador,7,2016,january,5
Guatemala,7,2016,january,4
Haiti,7,2016,january,12
Honduras,7,2016,january,9
Nicaragua,7,2016,january,7
Panama,7,2016,january,20
Dominican Republic,7,2016,january,11
Trinidad and Tobago,7,2016,january,1
Canada,7,2016,january,63
United States,7,2016,january,729
Mexico,7,2016,january,67
Argentina,7,2016,january,7696
Bolivia,7,2016,january,5
Chile,7,2016,january,31
Colombia,7,2016,january,88
Ecuador,7,2016,january,42
Guyana,7,2016,january,2
Paraguay,7,2016,january,53
Peru,7,2016,january,10
Uruguay,7,2016,january,28
Venezuela,7,2016,january,54
Saudi Arabia,7,2016,january,5
Bangladesh,7,2016,january,1
China,7,2016,january,27
Cingapura,7,2016,january,1
Philippines,7,2016,january,1
India,7,2016,january,7
Israel,7,2016,january,26
Japan,7,2016,january,20
Lebanon,7,2016,january,2
Malaysia,7,2016,january,1
South Korea,7,2016,january,18
Thailand,7,2016,january,1
Taiwan,7,2016,january,5
Germany,7,2016,january,224
Austria,7,2016,january,33
Belgium,7,2016,january,43
Bulgaria,7,2016,january,74
Croatia,7,2016,january,5
Denmark,7,2016,january,40
Slovakia,7,2016,january,6
Slovenia,7,2016,january,4
Spain,7,2016,january,181
Estonia,7,2016,january,5
Finland,7,2016,january,11
France,7,2016,january,349
Greece,7,2016,january,13
Netherlands,7,2016,january,53
Hungary,7,2016,january,74
Ireland,7,2016,january,25
Italy,7,2016,january,200
Latvia,7,2016,january,1
Lithuania,7,2016,january,7
Luxembourg,7,2016,january,7
Norway,7,2016,january,65
Poland,7,2016,january,33
Portugal,7,2016,january,392
United Kingdom,7,2016,january,130
Czech Republic,7,2016,january,9
Romania,7,2016,january,6
Russia,7,2016,january,32
Serbia,7,2016,january,4
Sweden,7,2016,january,32
Switzerland,7,2016,january,127
Turkey,7,2016,january,9
Ukraine,7,2016,january,5
Australia,7,2016,january,17
New Zealand,7,2016,january,9
South Africa,7,2016,february,1
Angola,7,2016,february,1
Cape Verde,7,2016,february,1
Egypt,7,2016,february,4
Morocco,7,2016,february,4
Nigeria,7,2016,february,2
Tunisia,7,2016,february,2
Costa Rica,7,2016,february,16
Cuba,7,2016,february,33
El Salvador,7,2016,february,6
Guatemala,7,2016,february,10
Haiti,7,2016,february,6
Honduras,7,2016,february,6
Nicaragua,7,2016,february,11
Panama,7,2016,february,23
Dominican Republic,7,2016,february,4
Trinidad and Tobago,7,2016,february,2
Canada,7,2016,february,63
United States,7,2016,february,662
Mexico,7,2016,february,99
Argentina,7,2016,february,8356
Bolivia,7,2016,february,21
Chile,7,2016,february,22
Colombia,7,2016,february,107
Ecuador,7,2016,february,28
Guyana,7,2016,february,2
Paraguay,7,2016,february,66
Peru,7,2016,february,20
Suriname,7,2016,february,1
Uruguay,7,2016,february,28
Venezuela,7,2016,february,34
Saudi Arabia,7,2016,february,1
China,7,2016,february,27
Hong Kong,7,2016,february,4
Philippines,7,2016,february,6
India,7,2016,february,9
Indonesia,7,2016,february,2
Israel,7,2016,february,27
Japan,7,2016,february,39
Lebanon,7,2016,february,10
Malaysia,7,2016,february,1
South Korea,7,2016,february,12
Syria,7,2016,february,1
Thailand,7,2016,february,1
Germany,7,2016,february,297
Austria,7,2016,february,50
Belgium,7,2016,february,60
Bulgaria,7,2016,february,9
Croatia,7,2016,february,4
Denmark,7,2016,february,32
Slovakia,7,2016,february,2
Slovenia,7,2016,february,5
Spain,7,2016,february,140
Estonia,7,2016,february,2
Finland,7,2016,february,16
France,7,2016,february,395
Greece,7,2016,february,17
Netherlands,7,2016,february,59
Hungary,7,2016,february,27
Ireland,7,2016,february,18
Italy,7,2016,february,206
Lithuania,7,2016,february,4
Luxembourg,7,2016,february,2
Norway,7,2016,february,63
Poland,7,2016,february,42
Portugal,7,2016,february,314
United Kingdom,7,2016,february,124
Czech Republic,7,2016,february,2
Romania,7,2016,february,7
Russia,7,2016,february,124
Serbia,7,2016,february,9
Sweden,7,2016,february,71
Switzerland,7,2016,february,103
Turkey,7,2016,february,4
Ukraine,7,2016,february,10
Australia,7,2016,february,7
New Zealand,7,2016,february,4
South Africa,7,2016,march,2
Cape Verde,7,2016,march,1
Egypt,7,2016,march,1
Morocco,7,2016,march,5
Costa Rica,7,2016,march,18
Cuba,7,2016,march,18
El Salvador,7,2016,march,10
Guatemala,7,2016,march,10
Honduras,7,2016,march,17
Nicaragua,7,2016,march,2
Panama,7,2016,march,15
Dominican Republic,7,2016,march,11
Trinidad and Tobago,7,2016,march,9
Canada,7,2016,march,97
United States,7,2016,march,803
Mexico,7,2016,march,156
Argentina,7,2016,march,4979
Bolivia,7,2016,march,10
Chile,7,2016,march,32
Colombia,7,2016,march,108
Ecuador,7,2016,march,70
Guyana,7,2016,march,2
Paraguay,7,2016,march,28
Peru,7,2016,march,34
Uruguay,7,2016,march,31
Venezuela,7,2016,march,69
Saudi Arabia,7,2016,march,1
China,7,2016,march,28
Cingapura,7,2016,march,2
Philippines,7,2016,march,10
India,7,2016,march,12
Israel,7,2016,march,15
Japan,7,2016,march,21
Lebanon,7,2016,march,4
South Korea,7,2016,march,6
Syria,7,2016,march,1
Thailand,7,2016,march,1
Taiwan,7,2016,march,5
Germany,7,2016,march,272
Austria,7,2016,march,59
Belgium,7,2016,march,71
Bulgaria,7,2016,march,7
Croatia,7,2016,march,5
Denmark,7,2016,march,17
Slovakia,7,2016,march,6
Slovenia,7,2016,march,15
Spain,7,2016,march,179
Estonia,7,2016,march,5
Finland,7,2016,march,31
France,7,2016,march,337
Greece,7,2016,march,6
Netherlands,7,2016,march,40
Hungary,7,2016,march,10
Ireland,7,2016,march,23
Italy,7,2016,march,217
Latvia,7,2016,march,1
Lithuania,7,2016,march,1
Norway,7,2016,march,18
Poland,7,2016,march,26
Portugal,7,2016,march,298
United Kingdom,7,2016,march,131
Czech Republic,7,2016,march,6
Romania,7,2016,march,4
Russia,7,2016,march,25
Sweden,7,2016,march,67
Switzerland,7,2016,march,86
Turkey,7,2016,march,4
Ukraine,7,2016,march,4
Australia,7,2016,march,10
New Zealand,7,2016,march,2
South Africa,7,2016,april,2
Angola,7,2016,april,2
Ghana,7,2016,april,1
Morocco,7,2016,april,5
Tunisia,7,2016,april,1
Costa Rica,7,2016,april,27
Cuba,7,2016,april,28
El Salvador,7,2016,april,9
Guatemala,7,2016,april,12
Haiti,7,2016,april,2
Honduras,7,2016,april,11
Nicaragua,7,2016,april,6
Panama,7,2016,april,47
Dominican Republic,7,2016,april,10
Trinidad and Tobago,7,2016,april,1
Canada,7,2016,april,87
United States,7,2016,april,610
Mexico,7,2016,april,49
Argentina,7,2016,april,2703
Bolivia,7,2016,april,23
Chile,7,2016,april,15
Colombia,7,2016,april,107
Ecuador,7,2016,april,40
Guyana,7,2016,april,2
Paraguay,7,2016,april,15
Peru,7,2016,april,27
Uruguay,7,2016,april,25
Venezuela,7,2016,april,61
Saudi Arabia,7,2016,april,1
China,7,2016,april,27
Cingapura,7,2016,april,2
Philippines,7,2016,april,5
India,7,2016,april,6
Iran,7,2016,april,5
Israel,7,2016,april,11
Japan,7,2016,april,28
Lebanon,7,2016,april,1
South Korea,7,2016,april,7
Germany,7,2016,april,200
Austria,7,2016,april,60
Belgium,7,2016,april,40
Bulgaria,7,2016,april,1
Croatia,7,2016,april,7
Denmark,7,2016,april,13
Slovakia,7,2016,april,9
Slovenia,7,2016,april,6
Spain,7,2016,april,151
Estonia,7,2016,april,1
Finland,7,2016,april,37
France,7,2016,april,347
Greece,7,2016,april,5
Netherlands,7,2016,april,71
Hungary,7,2016,april,37
Ireland,7,2016,april,15
Italy,7,2016,april,126
Latvia,7,2016,april,1
Luxembourg,7,2016,april,2
Norway,7,2016,april,11
Poland,7,2016,april,18
Portugal,7,2016,april,244
United Kingdom,7,2016,april,80
Czech Republic,7,2016,april,2
Romania,7,2016,april,12
Russia,7,2016,april,42
Serbia,7,2016,april,1
Sweden,7,2016,april,31
Switzerland,7,2016,april,83
Turkey,7,2016,april,27
Ukraine,7,2016,april,5
Australia,7,2016,april,10
New Zealand,7,2016,april,9
Angola,7,2016,may,9
Cape Verde,7,2016,may,2
Egypt,7,2016,may,2
Morocco,7,2016,may,10
Mozambique,7,2016,may,1
Costa Rica,7,2016,may,18
Cuba,7,2016,may,32
El Salvador,7,2016,may,9
Guatemala,7,2016,may,17
Haiti,7,2016,may,4
Honduras,7,2016,may,4
Nicaragua,7,2016,may,4
Panama,7,2016,may,12
Dominican Republic,7,2016,may,10
Trinidad and Tobago,7,2016,may,6
Canada,7,2016,may,63
United States,7,2016,may,889
Mexico,7,2016,may,38
Argentina,7,2016,may,1569
Bolivia,7,2016,may,6
Chile,7,2016,may,10
Colombia,7,2016,may,69
Ecuador,7,2016,may,34
Guyana,7,2016,may,2
